account,broker_name,company_name,listing_url
3877.0,bizex business brokers,bizex businesss brokers,https://www.bizex.net/business-for-sale
18024.0,dan long,cincinnati business brokers,https://cincybizbroker.com/current-listings/
26004.0,sheri emami,elite salon sales,https://elitesalonsales.com/salons-for-sale
689.0,scott balfour,magnusson balfour commercial & business,https://balfourcommercial.com/businesses/businesses-for-sale/
31310.0,laurance milov,preschool business solutions,https://preschoolbusinesssolutions.dealrelations.com/listings
16843.0,dane desantis,"hallmark business brokers, inc.",https://hallmarkbrokers.com/listings/
25324.0,jeff sosville,atm brokerage,https://atmbrokerage.com/atm-routes-for-sale/
19908.0,kyle rohner,kr capital llc,https://www.deliveryroutesforsale.com/routes/
39949.0,wasim khan,paradigm business brokers,https://paradigmbb.com/search-listing/
14130.0,dennis mope,"schools for sale, inc",https://schoolsforsale.com/schools-on-the-market/
8853.0,billy winkie,southeastern business brokers,https://southeasternbb.com/search/
36383.0,kris fuehr,paulson exchange,https://www.paulsonexchange.com/businesses-for-sale
13728.0,h winston hines,hwh properties,https://adultclubbroker.net/current-listings/additional-listings/
40739.0,paul skiadas,kw town life,https://realestateps.com/business-listings
10809.0,james moring,restaurantbrokers.info,https://restaurantbrokers.info/listings/
2442.0,achim neumann,"a neumann & associates, llc",https://neumannassociates.com/business-for-sale/
22490.0,larry baumgart,performance business advisors,https://abb-businessbrokers.com/businesses-for-sale/
4873.0,denis mezheritskiy,"roi advisors, inc.",https://list.roibusinessbrokers.com/featured-listings/
20727.0,jeffrey d. jones,"advanced business brokers, inc.",https://www.advancedbb.com/pages/business-for-sale
27733.0,penny papaioannou,atlantic business brokers,https://www.atlanticbusinessbroker.com/our-business-for-sale-listings
18896.0,ian harding,harding & associates,https://hardingbusinessfl.com/search-florida-businesses-for-sale/
4926.0,carmel business sales,carmel business sales,https://carmelbusinesssales.com/listings/
10129.0,gary l. weston,coldwell banker commercial- mountain west real estate business sales,https://www.cbcworldwide.com/search/properties?location=United+States&country=United+States&place_id=ChIJCzYy5IS16lQRQrfeQ5K5Oxw
405.0,luke billiot,"front range business, inc.",https://frontrangebusiness.com/businesses-for-sale/
46358.0,denise houghtaling,southern country business advisors,https://scbizadvisors.com/sci-listings
20197.0,jock purtle,business exits inc.,https://businessexits.com/listings/
2036.0,doug miller,exio,https://goexio.com/marketplace/private-sellers
41539.0,beth palette,platz realty group,https://www.platzrealtygroup.com/business/
14227.0,neal agrawal,crest real estate advisors llc & preschoolexchange llc,https://www.preschoolexchange.com/listing/
37217.0,mike denham,first choice business brokers atlanta metro,https://atlantametro.fcbb.com/businesses-for-sale
46054.0,bryan gonzales,first choice business brokers san diego,https://sandiegonorth.fcbb.com/businesses-for-sale
35141.0,william griswold,https://businessforsaleinrichmondva.com/,https://businessforsaleinrichmondva.com/businesses-for-sale?page=1
24986.0,jeffrey byrd,jeff c consulting group,https://jeffcconsultinggroup.com/fransearchresults.asp
43299.0,scott gordon,blue ridge brokerage,https://www.blueridgebrokerage.com/businesses-for-sale/
2886.0,"vasilis georgiou, cm&aa, m&ami, cbi, cbb, mba",crossroads business brokers,https://crossroadsbusiness.com/businesses-for-sale
38339.0,dominique maddox,eats broker,https://eatsbroker.com/restaurants-for-sale/
13453.0,dean burnette,best business brokers,https://b3brokers.com/businesses-for-sale/
15906.0,richard farina,business solutions,https://www.bsnbuysell.com/inventory
45698.0,barry maring,first choice business brokers - #254,https://northdakota.fcbb.com/businesses-for-sale?sort=FeaturedLocalBusinesses&page=1
33118.0,jack beraha,ameriteam business brokers,https://ameriteambusinessbrokers.com/search-listings/
6619.0,chad b. butler,landscape depot investments,https://landscapedepotinvestments.com/search/business-search-results-desktop.php?locid=1&order_by=price&order=desc&cat=all
22352.0,bryan baese,rpm shop sales,https://www.rpmshopsales.com/
1564.0,mike sirounis,harbor city business brokers,https://www.harborbiz.com/alllistings.html
5569.0,sean linch,paragon acquisitions international,https://www.paragonacquisitionsintl.com/listings
